index,plant_number,plant_diversity,rare_exotic,plant_type,PNS,PDS,RES,PTS,PLS
3775,62,33,1,5,47.5,74.44,100,100,75.3
3776,39,17,0,2,76.25,92.22,0,40,61.15
3777,36,36,1,5,80.0,71.11,100,100,83.89
3778,57,8,0,3,53.75,80,0,60,53.12
3779,1,1,1,3,5,10,100,60,34.0
3780,21,6,0,3,98.75,60,0,60,59.62
3781,87,39,0,3,16.25,67.78,0,60,37.6
3782,44,41,0,1,70.0,65.56,0,20,46.95
3783,100,14,0,1,0.0,95.56,0,20,36.45
3784,40,33,1,2,75.0,74.44,100,40,74.55
3785,99,68,1,0,1.25,35.56,100,0,32.82
3786,88,39,0,4,15.0,67.78,0,80,40.22
3787,87,20,1,1,16.25,88.89,100,20,58.99
3788,25,25,1,1,93.75,83.33,100,20,80.29
3789,21,20,0,2,98.75,88.89,0,40,66.74
3790,67,61,1,5,41.25,43.33,100,100,62.54
3791,35,15,1,3,81.25,94.44,100,60,86.43
3792,39,24,0,2,76.25,84.44,0,40,58.43
3793,43,23,1,3,71.25,85.56,100,60,80.32
3794,40,28,1,3,75.0,80.0,100,60,79.5
3795,1,1,0,3,5,10,0,60,14.0
3796,46,42,0,3,67.5,64.44,0,60,51.8
3797,99,36,0,5,1.25,71.11,0,100,40.26
3798,26,7,1,2,92.5,70,100,40,78.25
3799,48,2,1,3,65.0,20,100,60,55.5
3800,49,21,0,1,63.75,87.78,0,20,52.85
3801,80,65,1,2,25.0,38.89,100,40,47.11
3802,14,2,0,1,70,20,0,20,31.0
3803,42,31,1,0,72.5,76.67,100,0,68.58
3804,100,85,1,5,0.0,16.67,100,100,40.83
3805,91,63,0,2,11.25,41.11,0,40,23.76
3806,78,76,1,0,27.5,26.67,100,0,37.58
3807,13,1,1,2,65,10,100,40,49.0
3808,69,48,1,2,38.75,57.78,100,40,57.85
3809,15,8,0,5,75,80,0,100,65.5
3810,10,6,1,1,50,60,100,20,59.0
3811,20,19,1,4,100,90.0,100,80,93.5
3812,26,18,0,3,92.5,91.11,0,60,68.64
3813,32,21,1,4,85.0,87.78,100,80,88.22
3814,68,38,0,1,40.0,68.89,0,20,39.11
3815,99,99,0,5,1.25,1.11,0,100,15.76
3816,92,41,1,3,10.0,65.56,100,60,54.95
3817,96,28,0,2,5.0,80.0,0,40,35.5
3818,60,15,1,2,50.0,94.44,100,40,74.05
3819,43,13,1,2,71.25,96.67,100,40,81.21
3820,78,3,0,0,27.5,30,0,0,18.75
3821,83,53,1,3,21.25,52.22,100,60,53.65
3822,63,52,0,4,46.25,53.33,0,80,44.54
3823,8,6,0,4,40,60,0,80,45.0
3824,56,3,1,4,55.0,30,100,80,59.0
3825,63,19,1,5,46.25,90.0,100,100,80.38
3826,9,2,0,4,45,20,0,80,32.5
3827,100,15,0,4,0.0,94.44,0,80,45.05
3828,12,10,1,4,60,100,100,80,85.0
3829,84,25,0,5,20.0,83.33,0,100,50.17
3830,56,53,1,3,55.0,52.22,100,60,63.78
3831,58,57,0,5,52.5,47.78,0,100,47.47
3832,43,5,0,5,71.25,50,0,100,53.88
3833,74,44,1,4,32.5,62.22,100,80,63.53
3834,100,89,1,0,0.0,12.22,100,0,24.28
3835,52,37,1,0,60.0,70.0,100,0,62.5
3836,80,50,0,0,25.0,55.56,0,0,26.95
3837,29,11,1,1,88.75,98.89,100,20,84.24
3838,34,15,1,4,82.5,94.44,100,80,89.8
3839,59,42,0,4,51.25,64.44,0,80,49.93
3840,46,46,0,1,67.5,60.0,0,20,44.25
3841,99,19,0,2,1.25,90.0,0,40,37.88
3842,24,4,0,4,95.0,40,0,80,54.5
3843,78,6,0,4,27.5,60,0,80,41.25
3844,45,5,1,2,68.75,50,100,40,64.12
3845,30,22,0,1,87.5,86.67,0,20,59.58
3846,39,11,1,2,76.25,98.89,100,40,83.49
3847,30,30,0,2,87.5,77.78,0,40,59.47
3848,4,2,1,0,20,20,100,0,33.0
3849,49,2,1,5,63.75,20,100,100,61.12
3850,95,27,1,0,6.25,81.11,100,0,50.26
3851,58,29,1,1,52.5,78.89,100,20,66.36
3852,27,25,1,4,91.25,83.33,100,80,88.54
3853,16,3,0,4,80,30,0,80,46.5
3854,75,67,0,1,31.25,36.67,0,20,25.21
3855,97,27,0,3,3.75,81.11,0,60,38.51
3856,95,78,1,5,6.25,24.44,100,100,45.43
3857,41,27,0,1,73.75,81.11,0,20,53.51
3858,12,9,1,3,60,90,100,60,78.5
3859,33,33,0,3,83.75,74.44,0,60,60.18
3860,3,1,1,3,15,10,100,60,37.0
3861,52,7,1,2,60.0,70,100,40,68.5
3862,40,5,1,5,75.0,50,100,100,75.0
3863,39,15,0,5,76.25,94.44,0,100,70.93
3864,83,50,1,0,21.25,55.56,100,0,45.82
3865,36,21,0,1,80.0,87.78,0,20,57.72
3866,32,12,0,1,85.0,97.78,0,20,62.72
3867,67,20,0,5,41.25,88.89,0,100,58.49
3868,61,49,0,0,48.75,56.67,0,0,34.46
3869,77,27,1,2,28.75,81.11,100,40,63.01
3870,80,54,0,3,25.0,51.11,0,60,34.39
3871,23,6,0,5,96.25,60,0,100,64.88
3872,86,24,1,0,17.5,84.44,100,0,54.8
3873,21,1,1,1,98.75,10,100,20,56.12
3874,40,26,1,2,75.0,82.22,100,40,77.28
3875,80,42,0,0,25.0,64.44,0,0,30.05
3876,43,2,1,0,71.25,20,100,0,48.38
3877,95,19,1,0,6.25,90.0,100,0,53.38
3878,70,49,0,1,37.5,56.67,0,20,34.08
3879,13,1,1,1,65,10,100,20,46.0
3880,12,7,0,0,60,70,0,0,42.5
3881,61,30,1,4,48.75,77.78,100,80,73.85
3882,57,9,0,2,53.75,90,0,40,53.62
3883,61,31,1,1,48.75,76.67,100,20,64.46
3884,42,35,1,4,72.5,72.22,100,80,79.03
3885,86,13,1,3,17.5,96.67,100,60,68.08
3886,96,74,0,1,5.0,28.89,0,20,14.61
3887,29,17,0,1,88.75,92.22,0,20,61.9
3888,29,22,0,5,88.75,86.67,0,100,71.96
3889,13,12,1,2,65,97.78,100,40,79.72
3890,79,14,0,1,26.25,95.56,0,20,44.32
3891,33,12,1,2,83.75,97.78,100,40,85.35
3892,91,60,1,1,11.25,44.44,100,20,41.93
3893,42,28,1,5,72.5,80.0,100,100,84.75
3894,19,19,0,5,95,90.0,0,100,75.0
3895,50,41,0,1,62.5,65.56,0,20,44.7
3896,24,1,0,5,95.0,10,0,100,47.0
3897,5,2,0,3,25,20,0,60,23.5
3898,42,1,1,3,72.5,10,100,60,54.25
3899,45,13,1,3,68.75,96.67,100,60,83.46
3900,28,15,1,4,90.0,94.44,100,80,92.05
3901,57,8,1,5,53.75,80,100,100,79.12
3902,99,66,1,2,1.25,37.78,100,40,39.6
3903,24,9,1,3,95.0,90,100,60,89.0
3904,99,71,1,5,1.25,32.22,100,100,46.65
3905,13,11,1,4,65,98.89,100,80,86.11
3906,34,5,1,3,82.5,50,100,60,71.25
3907,83,4,0,0,21.25,40,0,0,20.38
3908,30,15,0,0,87.5,94.44,0,0,59.3
3909,71,38,0,2,36.25,68.89,0,40,40.99
3910,40,29,1,4,75.0,78.89,100,80,82.11
3911,11,9,0,3,55,90,0,60,57.0
3912,66,25,0,5,42.5,83.33,0,100,56.92
3913,29,25,0,1,88.75,83.33,0,20,58.79
3914,94,46,0,4,7.5,60.0,0,80,35.25
3915,68,68,0,4,40.0,35.56,0,80,36.45
3916,47,35,0,5,66.25,72.22,0,100,60.15
3917,68,22,1,1,40.0,86.67,100,20,65.33
3918,13,11,0,5,65,98.89,0,100,69.11
3919,82,80,0,5,22.5,22.22,0,100,29.53
3920,20,18,1,1,100,91.11,100,20,84.89
3921,36,4,1,2,80.0,40,100,40,64.0
3922,50,34,1,3,62.5,73.33,100,60,73.42
3923,60,21,0,5,50.0,87.78,0,100,60.72
3924,39,1,0,2,76.25,10,0,40,32.38
3925,91,72,1,1,11.25,31.11,100,20,37.26
3926,94,79,0,0,7.5,23.33,0,0,10.42
3927,97,53,0,1,3.75,52.22,0,20,22.4
3928,62,53,0,1,47.5,52.22,0,20,35.53
3929,51,51,0,5,61.25,54.44,0,100,52.43
3930,54,26,0,1,57.5,82.22,0,20,49.03
3931,45,5,0,2,68.75,50,0,40,44.12
3932,18,13,0,5,90,96.67,0,100,75.83
3933,95,75,0,1,6.25,27.78,0,20,14.6
3934,57,10,1,2,53.75,100,100,40,77.12
3935,2,1,1,4,10,10,100,80,38.5
3936,14,13,1,1,70,96.67,100,20,77.83
3937,85,57,1,0,18.75,47.78,100,0,42.35
3938,70,59,0,0,37.5,45.56,0,0,27.2
3939,97,93,1,2,3.75,7.78,100,40,29.85
3940,6,4,1,0,30,40,100,0,43.0
3941,81,60,1,4,23.75,44.44,100,80,54.68
3942,22,16,1,1,97.5,93.33,100,20,84.92
3943,67,14,0,5,41.25,95.56,0,100,60.82
3944,78,77,1,1,27.5,25.56,100,20,40.2
3945,86,64,1,3,17.5,40.0,100,60,48.25
3946,8,2,1,5,40,20,100,100,54.0
3947,94,36,1,5,7.5,71.11,100,100,62.14
3948,66,43,1,5,42.5,63.33,100,100,69.92
3949,33,23,0,0,83.75,85.56,0,0,55.07
3950,13,12,1,1,65,97.78,100,20,76.72
3951,75,64,0,4,31.25,40.0,0,80,35.38
3952,56,43,1,0,55.0,63.33,100,0,58.67
3953,100,91,1,4,0.0,10.0,100,80,35.5
3954,78,73,1,4,27.5,30.0,100,80,50.75
3955,67,49,0,4,41.25,56.67,0,80,44.21
3956,14,10,0,4,70,100,0,80,68.0
3957,13,2,0,2,65,20,0,40,32.5
3958,75,54,1,5,31.25,51.11,100,100,62.26
3959,96,6,1,5,5.0,60,100,100,57.5
3960,57,55,1,4,53.75,50.0,100,80,65.62
3961,67,5,1,5,41.25,50,100,100,64.88
3962,96,56,0,1,5.0,48.89,0,20,21.61
3963,73,24,0,5,33.75,84.44,0,100,54.68
3964,43,7,1,3,71.25,70,100,60,74.88
3965,4,4,1,2,20,40,100,40,46.0
3966,88,45,1,1,15.0,61.11,100,20,48.89
3967,36,29,0,2,80.0,78.89,0,40,57.61
3968,59,45,1,1,51.25,61.11,100,20,59.76
3969,27,18,1,5,91.25,91.11,100,100,94.26
3970,52,49,1,1,60.0,56.67,100,20,60.83
3971,64,12,1,2,45.0,97.78,100,40,73.72
3972,79,69,0,2,26.25,34.44,0,40,25.93
3973,40,7,0,5,75.0,70,0,100,62.0
3974,52,21,1,5,60.0,87.78,100,100,83.72
3975,24,13,0,2,95.0,96.67,0,40,68.33
3976,91,63,1,2,11.25,41.11,100,40,43.76
3977,57,24,0,1,53.75,84.44,0,20,48.68
3978,42,2,0,1,72.5,20,0,20,31.75
3979,75,40,1,4,31.25,66.67,100,80,64.71
3980,69,23,1,4,38.75,85.56,100,80,73.57
3981,90,10,0,0,12.5,100,0,0,38.75
3982,12,12,1,2,60,97.78,100,40,78.22
3983,19,11,1,3,95,98.89,100,60,92.11
3984,18,13,0,5,90,96.67,0,100,75.83
3985,38,37,0,2,77.5,70.0,0,40,53.75
3986,29,15,0,1,88.75,94.44,0,20,62.68
3987,71,20,1,0,36.25,88.89,100,0,61.99
3988,64,29,0,1,45.0,78.89,0,20,44.11
3989,29,15,0,1,88.75,94.44,0,20,62.68
3990,2,2,0,0,10,20,0,0,10.0
3991,79,62,1,3,26.25,42.22,100,60,51.65
3992,72,71,0,3,35.0,32.22,0,60,30.78
3993,24,17,1,5,95.0,92.22,100,100,95.78
3994,74,50,1,5,32.5,55.56,100,100,64.2
3995,47,17,1,2,66.25,92.22,100,40,78.15
3996,47,16,1,4,66.25,93.33,100,80,84.54
3997,46,5,0,2,67.5,50,0,40,43.75
3998,90,32,0,0,12.5,75.56,0,0,30.2
3999,65,61,1,0,43.75,43.33,100,0,48.29
4000,78,30,1,5,27.5,77.78,100,100,70.47
4001,90,83,0,3,12.5,18.89,0,60,19.36
4002,35,4,1,4,81.25,40,100,80,70.38
4003,57,32,1,0,53.75,75.56,100,0,62.57
4004,22,1,1,4,97.5,10,100,80,64.75
4005,84,8,1,3,20.0,80,100,60,63.0
4006,91,19,0,5,11.25,90.0,0,100,49.88
4007,46,5,1,4,67.5,50,100,80,69.75
4008,33,2,1,3,83.75,20,100,60,61.12
4009,91,18,1,1,11.25,91.11,100,20,58.26
4010,85,58,1,4,18.75,46.67,100,80,53.96
4011,90,87,1,2,12.5,14.44,100,40,34.8
4012,30,19,1,1,87.5,90.0,100,20,80.75
4013,99,70,1,0,1.25,33.33,100,0,32.04
4014,79,7,1,4,26.25,70,100,80,64.38
4015,16,3,0,4,80,30,0,80,46.5
4016,53,47,0,5,58.75,58.89,0,100,53.24
4017,25,8,0,1,93.75,80,0,20,59.12
4018,4,4,0,2,20,40,0,40,26.0
4019,12,2,1,4,60,20,100,80,57.0
4020,90,88,1,3,12.5,13.33,100,60,37.42
4021,49,45,1,1,63.75,61.11,100,20,63.51
4022,44,12,0,2,70.0,97.78,0,40,61.22
4023,46,12,1,2,67.5,97.78,100,40,80.47
4024,64,12,0,2,45.0,97.78,0,40,53.72
4025,52,13,0,2,60.0,96.67,0,40,57.83
4026,83,82,0,2,21.25,20.0,0,40,19.38
4027,58,49,0,4,52.5,56.67,0,80,47.58
4028,33,2,0,4,83.75,20,0,80,44.12
4029,8,6,0,1,40,60,0,20,36.0
4030,1,1,0,2,5,10,0,40,11.0
4031,50,20,0,4,62.5,88.89,0,80,61.86
4032,73,48,0,1,33.75,57.78,0,20,33.35
4033,25,21,1,1,93.75,87.78,100,20,81.85
4034,69,28,1,0,38.75,80.0,100,0,59.62
4035,88,20,1,4,15.0,88.89,100,80,67.61
4036,23,15,0,4,96.25,94.44,0,80,73.93
4037,20,15,0,4,100,94.44,0,80,75.05
4038,5,5,0,2,25,50,0,40,31.0
4039,38,7,1,5,77.5,70,100,100,82.75
4040,24,19,0,0,95.0,90.0,0,0,60.0
4041,64,25,0,4,45.0,83.33,0,80,54.67
4042,44,30,1,3,70.0,77.78,100,60,77.22
4043,15,11,0,2,75,98.89,0,40,63.11
4044,32,24,0,1,85.0,84.44,0,20,58.05
4045,63,13,1,0,46.25,96.67,100,0,67.71
4046,46,4,1,5,67.5,40,100,100,69.25
4047,91,76,0,4,11.25,26.67,0,80,24.71
4048,12,11,1,4,60,98.89,100,80,84.61
4049,73,69,1,4,33.75,34.44,100,80,54.18
4050,83,26,1,2,21.25,82.22,100,40,61.15
4051,18,15,0,2,90,94.44,0,40,66.05
4052,81,55,1,3,23.75,50.0,100,60,53.62
4053,49,6,1,0,63.75,60,100,0,60.12
4054,63,7,1,4,46.25,70,100,80,70.38
4055,62,40,1,2,47.5,66.67,100,40,63.58
4056,64,37,0,4,45.0,70.0,0,80,50.0
4057,6,2,0,2,30,20,0,40,22.0
4058,76,74,0,5,30.0,28.89,0,100,34.11
4059,41,4,0,0,73.75,40,0,0,36.12
4060,39,25,0,2,76.25,83.33,0,40,58.04
4061,69,7,1,5,38.75,70,100,100,71.12
4062,66,23,1,5,42.5,85.56,100,100,77.7
4063,90,6,0,0,12.5,60,0,0,24.75
4064,59,12,0,5,51.25,97.78,0,100,64.6
4065,41,5,0,3,73.75,50,0,60,48.62
4066,27,19,0,0,91.25,90.0,0,0,58.88
4067,49,14,0,2,63.75,95.56,0,40,58.57
4068,1,1,1,1,5,10,100,20,28.0
4069,50,15,1,3,62.5,94.44,100,60,80.8
4070,6,2,0,4,30,20,0,80,28.0
4071,32,17,1,5,85.0,92.22,100,100,92.78
4072,74,40,0,5,32.5,66.67,0,100,48.08
4073,95,35,1,5,6.25,72.22,100,100,62.15
4074,2,2,1,3,10,20,100,60,39.0
4075,36,13,1,2,80.0,96.67,100,40,83.83
4076,77,2,1,0,28.75,20,100,0,35.62
4077,90,58,0,5,12.5,46.67,0,100,35.08
4078,89,29,0,5,13.75,78.89,0,100,46.74
4079,15,2,0,3,75,20,0,60,38.5
4080,9,3,1,1,45,30,100,20,47.0
4081,95,33,1,2,6.25,74.44,100,40,53.93
4082,69,37,1,4,38.75,70.0,100,80,68.12
4083,34,7,0,3,82.5,70,0,60,58.25
4084,26,3,1,1,92.5,30,100,20,61.25
4085,17,17,0,3,85,92.22,0,60,66.78
4086,62,7,0,1,47.5,70,0,20,41.75
4087,5,4,0,0,25,40,0,0,21.5
4088,98,89,0,1,2.5,12.22,0,20,8.03
4089,56,40,1,3,55.0,66.67,100,60,68.83
4090,95,19,1,4,6.25,90.0,100,80,65.38
4091,99,6,0,1,1.25,60,0,20,24.38
4092,93,41,0,4,8.75,65.56,0,80,37.57
4093,2,1,1,2,10,10,100,40,32.5
4094,23,12,1,1,96.25,97.78,100,20,86.1
4095,83,8,1,3,21.25,80,100,60,63.38
4096,20,10,0,1,100,100,0,20,68.0
4097,24,21,0,2,95.0,87.78,0,40,65.22
4098,85,57,0,3,18.75,47.78,0,60,31.35
4099,9,4,1,4,45,40,100,80,59.5
4100,21,5,1,0,98.75,50,100,0,67.12
4101,15,11,0,3,75,98.89,0,60,66.11
4102,67,3,0,5,41.25,30,0,100,37.88
4103,42,24,0,1,72.5,84.44,0,20,54.3
4104,14,11,0,0,70,98.89,0,0,55.61
4105,49,1,0,3,63.75,10,0,60,31.62
4106,99,73,0,1,1.25,30.0,0,20,13.88
4107,98,81,0,4,2.5,21.11,0,80,20.14
4108,70,10,0,5,37.5,100,0,100,61.25
4109,61,60,1,2,48.75,44.44,100,40,56.18
4110,88,79,1,3,15.0,23.33,100,60,41.67
4111,96,31,1,4,5.0,76.67,100,80,60.33
4112,33,23,1,3,83.75,85.56,100,60,84.07
4113,20,15,1,1,100,94.44,100,20,86.05
4114,19,10,0,3,95,100,0,60,72.5
4115,33,11,1,5,83.75,98.89,100,100,94.74
4116,3,2,1,1,15,20,100,20,34.5
4117,6,4,1,5,30,40,100,100,58.0
4118,70,30,1,1,37.5,77.78,100,20,61.47
4119,81,46,0,3,23.75,60.0,0,60,37.12
4120,54,27,1,5,57.5,81.11,100,100,80.64
4121,58,29,1,3,52.5,78.89,100,60,72.36
4122,47,22,1,5,66.25,86.67,100,100,85.21
4123,52,9,0,1,60.0,90,0,20,52.5
4124,28,23,0,4,90.0,85.56,0,80,68.95
4125,25,24,1,3,93.75,84.44,100,60,86.68
4126,71,53,1,5,36.25,52.22,100,100,64.15
4127,40,14,1,1,75.0,95.56,100,20,78.95
4128,61,7,1,2,48.75,70,100,40,65.12
4129,100,80,1,0,0.0,22.22,100,0,27.78
4130,26,7,1,4,92.5,70,100,80,84.25
4131,21,13,1,1,98.75,96.67,100,20,86.46
4132,57,2,0,3,53.75,20,0,60,32.12
4133,73,23,1,5,33.75,85.56,100,100,75.07
4134,88,73,0,5,15.0,30.0,0,100,30.0
4135,52,37,0,1,60.0,70.0,0,20,45.5
4136,53,21,1,1,58.75,87.78,100,20,71.35
4137,95,17,1,2,6.25,92.22,100,40,60.15
4138,79,79,0,5,26.25,23.33,0,100,31.04
4139,13,13,0,0,65,96.67,0,0,53.33
4140,3,1,0,2,15,10,0,40,14.0
4141,12,6,1,1,60,60,100,20,62.0
4142,96,20,0,2,5.0,88.89,0,40,38.61
4143,9,6,1,4,45,60,100,80,66.5
4144,58,31,1,5,52.5,76.67,100,100,77.58
4145,23,10,1,0,96.25,100,100,0,83.88
4146,72,21,0,1,35.0,87.78,0,20,44.22
4147,54,8,1,1,57.5,80,100,20,68.25
4148,72,71,1,5,35.0,32.22,100,100,56.78
4149,36,16,0,5,80.0,93.33,0,100,71.67
4150,19,15,0,0,95,94.44,0,0,61.55
4151,18,13,1,3,90,96.67,100,60,89.83
4152,62,11,0,4,47.5,98.89,0,80,60.86
4153,89,47,1,4,13.75,58.89,100,80,56.74
4154,74,24,1,0,32.5,84.44,100,0,59.3
4155,63,61,1,2,46.25,43.33,100,40,55.04
4156,11,6,0,1,55,60,0,20,40.5
4157,18,10,1,1,90,100,100,20,85.0
4158,15,15,0,5,75,94.44,0,100,70.55
4159,42,19,0,2,72.5,90.0,0,40,59.25
4160,78,64,0,4,27.5,40.0,0,80,34.25
4161,76,54,0,2,30.0,51.11,0,40,32.89
4162,33,13,1,4,83.75,96.67,100,80,90.96
4163,4,4,1,1,20,40,100,20,43.0
4164,7,6,0,5,35,60,0,100,46.5
4165,40,17,1,3,75.0,92.22,100,60,83.78
4166,44,3,1,5,70.0,30,100,100,66.5
4167,98,85,1,5,2.5,16.67,100,100,41.58
4168,11,6,0,1,55,60,0,20,40.5
4169,80,2,0,2,25.0,20,0,40,20.5
4170,49,13,1,3,63.75,96.67,100,60,81.96
4171,50,3,1,5,62.5,30,100,100,64.25
4172,49,22,1,4,63.75,86.67,100,80,81.46
4173,55,27,1,1,56.25,81.11,100,20,68.26
4174,45,17,0,3,68.75,92.22,0,60,61.9
4175,37,18,0,3,78.75,91.11,0,60,64.51
4176,86,11,1,4,17.5,98.89,100,80,71.86
4177,15,1,0,0,75,10,0,0,26.0
4178,32,5,0,2,85.0,50,0,40,49.0
4179,9,3,0,0,45,30,0,0,24.0
4180,10,1,0,5,50,10,0,100,33.5
4181,44,40,0,1,70.0,66.67,0,20,47.33
4182,75,59,1,5,31.25,45.56,100,100,60.32
4183,14,10,0,0,70,100,0,0,56.0
4184,91,18,0,5,11.25,91.11,0,100,50.26
4185,11,3,0,5,55,30,0,100,42.0
4186,12,1,1,5,60,10,100,100,56.5
4187,30,7,0,5,87.5,70,0,100,65.75
4188,11,7,1,5,55,70,100,100,76.0
4189,68,25,1,1,40.0,83.33,100,20,64.17
4190,91,64,0,3,11.25,40.0,0,60,26.38
4191,37,4,1,1,78.75,40,100,20,60.62
4192,65,1,0,1,43.75,10,0,20,19.62
4193,26,9,0,4,92.5,90,0,80,71.25
4194,74,25,0,5,32.5,83.33,0,100,53.92
4195,98,10,0,1,2.5,100,0,20,38.75
4196,42,15,0,3,72.5,94.44,0,60,63.8
4197,82,76,1,4,22.5,26.67,100,80,48.08
4198,53,33,1,1,58.75,74.44,100,20,66.68
4199,55,17,1,5,56.25,92.22,100,100,84.15
4200,31,17,0,5,86.25,92.22,0,100,73.15
4201,88,33,1,1,15.0,74.44,100,20,53.55
4202,9,1,0,3,45,10,0,60,26.0
4203,45,4,1,0,68.75,40,100,0,54.62
4204,87,58,0,5,16.25,46.67,0,100,36.21
4205,87,12,1,4,16.25,97.78,100,80,71.1
4206,99,47,0,4,1.25,58.89,0,80,32.99
4207,34,21,1,2,82.5,87.78,100,40,81.47
4208,96,62,1,3,5.0,42.22,100,60,45.28
4209,39,32,1,4,76.25,75.56,100,80,81.32
4210,96,25,0,4,5.0,83.33,0,80,42.67
4211,22,2,1,3,97.5,20,100,60,65.25
4212,60,57,1,2,50.0,47.78,100,40,57.72
4213,52,30,1,3,60.0,77.78,100,60,74.22
4214,20,5,1,3,100,50,100,60,76.5
4215,4,2,1,3,20,20,100,60,42.0
4216,81,20,1,2,23.75,88.89,100,40,64.24
4217,2,2,0,1,10,20,0,20,13.0
4218,76,24,0,0,30.0,84.44,0,0,38.55
4219,3,2,1,1,15,20,100,20,34.5
4220,35,22,0,0,81.25,86.67,0,0,54.71
4221,64,51,0,2,45.0,54.44,0,40,38.55
4222,71,36,0,1,36.25,71.11,0,20,38.76
4223,63,39,1,3,46.25,67.78,100,60,66.6
4224,56,55,0,3,55.0,50.0,0,60,43.0
4225,86,8,1,0,17.5,80,100,0,53.25
4226,9,6,1,4,45,60,100,80,66.5
4227,38,10,0,4,77.5,100,0,80,70.25
4228,64,28,1,3,45.0,80.0,100,60,70.5
4229,2,2,0,2,10,20,0,40,16.0
4230,81,40,1,4,23.75,66.67,100,80,62.46
4231,16,5,1,2,80,50,100,40,67.5
4232,93,48,0,2,8.75,57.78,0,40,28.85
4233,73,61,0,0,33.75,43.33,0,0,25.29
4234,58,24,1,1,52.5,84.44,100,20,68.3
4235,27,11,0,2,91.25,98.89,0,40,67.99
4236,82,61,1,4,22.5,43.33,100,80,53.92
4237,44,37,1,5,70.0,70.0,100,100,80.5
4238,25,5,1,5,93.75,50,100,100,80.62
4239,74,30,0,1,32.5,77.78,0,20,39.97
4240,63,37,1,0,46.25,70.0,100,0,58.38
4241,41,33,0,3,73.75,74.44,0,60,57.18
4242,97,19,1,0,3.75,90.0,100,0,52.62
4243,68,63,1,4,40.0,41.11,100,80,58.39
4244,94,35,0,3,7.5,72.22,0,60,36.53
4245,50,50,0,2,62.5,55.56,0,40,44.2
4246,92,19,1,0,10.0,90.0,100,0,54.5
4247,61,16,0,5,48.75,93.33,0,100,62.29
4248,1,1,1,4,5,10,100,80,37.0
4249,62,36,0,2,47.5,71.11,0,40,45.14
4250,41,32,1,4,73.75,75.56,100,80,80.57
4251,69,26,0,4,38.75,82.22,0,80,52.4
4252,78,16,1,5,27.5,93.33,100,100,75.92
4253,8,4,1,1,40,40,100,20,49.0
4254,49,28,0,2,63.75,80.0,0,40,53.12
4255,34,14,0,2,82.5,95.56,0,40,64.2
4256,4,1,1,0,20,10,100,0,29.5
4257,48,30,0,3,65.0,77.78,0,60,55.72
4258,81,49,0,4,23.75,56.67,0,80,38.96
4259,57,49,1,0,53.75,56.67,100,0,55.96
4260,36,30,1,1,80.0,77.78,100,20,74.22
4261,91,78,1,2,11.25,24.44,100,40,37.93
4262,21,19,0,2,98.75,90.0,0,40,67.12
4263,3,1,0,2,15,10,0,40,14.0
4264,71,62,1,1,36.25,42.22,100,20,48.65
4265,41,25,0,5,73.75,83.33,0,100,66.29
4266,56,42,1,3,55.0,64.44,100,60,68.05
4267,23,11,0,5,96.25,98.89,0,100,78.49
4268,37,21,0,4,78.75,87.78,0,80,66.35
4269,8,3,1,0,40,30,100,0,42.5
4270,9,3,0,0,45,30,0,0,24.0
4271,67,21,0,0,41.25,87.78,0,0,43.1
4272,97,47,1,2,3.75,58.89,100,40,47.74
4273,11,7,1,0,55,70,100,0,61.0
4274,64,52,0,4,45.0,53.33,0,80,44.17
4275,54,42,1,5,57.5,64.44,100,100,74.8
4276,20,18,0,1,100,91.11,0,20,64.89
4277,58,11,0,2,52.5,98.89,0,40,56.36
4278,30,8,0,5,87.5,80,0,100,69.25
4279,88,72,0,0,15.0,31.11,0,0,15.39
4280,83,29,1,0,21.25,78.89,100,0,53.99
4281,6,2,0,1,30,20,0,20,19.0
4282,18,17,1,2,90,92.22,100,40,85.28
4283,50,49,1,0,62.5,56.67,100,0,58.58
4284,66,38,1,0,42.5,68.89,100,0,56.86
4285,86,54,0,0,17.5,51.11,0,0,23.14
4286,26,19,0,1,92.5,90.0,0,20,62.25
4287,30,19,1,0,87.5,90.0,100,0,77.75
4288,45,45,0,4,68.75,61.11,0,80,54.01
4289,48,33,0,3,65.0,74.44,0,60,54.55
4290,28,5,0,5,90.0,50,0,100,59.5
4291,96,80,1,2,5.0,22.22,100,40,35.28
4292,72,48,1,1,35.0,57.78,100,20,53.72
4293,26,25,1,2,92.5,83.33,100,40,82.92
4294,26,11,1,3,92.5,98.89,100,60,91.36
4295,16,10,1,0,80,100,100,0,79.0
4296,58,39,1,1,52.5,67.78,100,20,62.47
4297,24,4,0,3,95.0,40,0,60,51.5
4298,14,12,0,1,70,97.78,0,20,58.22
4299,98,73,1,5,2.5,30.0,100,100,46.25
4300,87,28,1,2,16.25,80.0,100,40,58.88
4301,60,4,0,4,50.0,40,0,80,41.0
4302,33,14,0,2,83.75,95.56,0,40,64.57
4303,2,1,0,2,10,10,0,40,12.5
4304,27,16,1,5,91.25,93.33,100,100,95.04
4305,42,30,1,4,72.5,77.78,100,80,80.97
4306,97,22,1,3,3.75,86.67,100,60,60.46
4307,72,37,0,0,35.0,70.0,0,0,35.0
4308,79,14,0,0,26.25,95.56,0,0,41.32
4309,80,7,0,2,25.0,70,0,40,38.0
4310,1,1,1,3,5,10,100,60,34.0
